season,first_conductor,orch,first_location,first_venue,event_name,first_date,num_perfs,first_soloist,id
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1995-11-09,3,"Quivar, Florence 3",7808
1995,"Davis, Colin",NYP,"Manhattan, NY",AFH,SUB,1995-11-15,4,Midori,7809
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1995-11-22,2,"Vengerov, Maxim",7810
1995,"Temirkanov, Yuri",NYP,"Manhattan, NY",AFH,SUB,1995-11-30,4,None,7811
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1995-12-07,4,"Blackwell, Harolyn 5",7812
1995,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1995-12-14,3,"Battle, Kathleen",7813
1995,"Davis, Andrew",NYP,"Manhattan, NY",AFH,SUB,1995-12-20,3,"Robinson, Joseph",7814
1995,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,PFB,1995-12-30,1,"Migenes, Julia 2",7815
1995,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1996-01-04,3,"Chang, Sarah",7816
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-01-11,4,"Radnofsky, Kenneth 2",7817
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-01-18,4,"Wiens, Edith 6",7818
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-01-25,4,"Leonskaja, Elisabeth",7819
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-02-01,3,"Phelps, Cynthia 3",7820
1995,"Dutoit, Charles",NYP,"Manhattan, NY",AFH,SUB,1996-02-08,4,"Bullen, Sarah 2",7821
1995,"Thomas, Michael Tilson",NYP,"Manhattan, NY",AFH,SUB,1996-02-15,4,None,7822
1995,"Gatti, Daniele",NYP,"Manhattan, NY",AFH,SUB,1996-02-22,4,None,7823
1995,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1996-02-29,4,"Siegel, Jeffrey",7824
1995,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1996-03-07,3,"Glennie, Evelyn",7825
1995,"Jansons, Mariss",NYP,"Manhattan, NY",AFH,SUB,1996-03-14,3,None,7826
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-03-20,2,"Brendel, Alfred",7827
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-03-26,2,"Brendel, Alfred",7828
1995,"Jarvi [Järvi], Neeme",NYP,"Manhattan, NY",AFH,SMC,1995-10-14,1,"Kaufman, Mindy 6",7829
1995,"Gergiev, Valery",NYP,"Manhattan, NY",AFH,SUB,1996-04-11,4,"Dicterow, Glenn",7830
1995,"Gergiev, Valery",NYP,"Manhattan, NY",AFH,SUB,1996-04-18,4,"Shaguch, Marina 3",7831
1995,"Blomstedt, Herbert",NYP,"Manhattan, NY",AFH,SUB,1996-04-25,4,"Mullova, Viktoria",7832
1995,"Berglund, Paavo",NYP,"Manhattan, NY",AFH,SUB,1996-05-02,4,"Bronfman, Yefim",7833
1995,"Previn, André",NYP,"Manhattan, NY",AFH,SUB,1996-05-10,3,"Uchida, Mitsuko",7834
1995,"Previn, André",NYP,"Manhattan, NY",AFH,SUB,1996-05-17,2,None,7835
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-05-23,3,"Myers, Philip 2",7836
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-05-30,1,"Harrell, Lynn",7837
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-03-23,1,None,7838
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-03-29,1,None,7839
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-03-30,2,"Brendel, Alfred",7840
1995,"Mauceri, John",NYP,"Manhattan, NY",AFH,SUB,1995-10-20,2,None,7841
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1995-10-23,1,"McNair, Sylvia 7",7842
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SMC,1995-11-25,1,"McDermott, Kerry 5",7843
1995,"Temirkanov, Yuri",NYP,"Manhattan, NY",AFH,RHC,1995-11-29,1,None,7844
1995,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,Y,1996-01-06,1,"Chang, Sarah",7845
1995,"Dunner, Leslie B.",NYP,"Manhattan, NY",AFH,Y,1996-02-03,1,None,7846
1995,"Dutoit, Charles",NYP,"Manhattan, NY",AFH,SMC,1996-02-10,1,"Nafe (Nafé), Alicia 7",7847
1995,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,Y,1996-03-02,1,"Siegel, Jeffrey 6",7848
1995,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,RHC,1996-03-18,1,None,7849
1995,"Previn, André",NYP,"Manhattan, NY",AFH,RHC,1996-05-16,1,None,7850
1996,"Masur, Kurt 2",NYP,"Manhattan, NY",AFH,SUB,1997-02-05,4,"Vaness, Carol 5",7851
1996,"Temirkanov, Yuri",NYP,"Manhattan, NY",AFH,SUB,1997-02-12,3,"Chang, Sarah",7852
1996,"Jarvi [Järvi], Neeme",NYP,"Manhattan, NY",AFH,RHC,1997-02-19,1,"Andsnes, Leif Ove",7853
1996,"Jarvi [Järvi], Neeme",NYP,"Manhattan, NY",AFH,SUB,1997-02-20,1,"Andsnes, Leif Ove",7854
1996,"Jarvi [Järvi], Neeme",NYP,"Manhattan, NY",AFH,SUB,1997-02-27,4,"Smith, Philip",7855
1996,"Davis, Colin",NYP,"Manhattan, NY",AFH,SUB,1997-03-05,3,"Esperian, Kallen 5",7856
1996,"Davis, Colin",NYP,"Manhattan, NY",AFH,SUB,1997-03-13,3,"Graham, Susan",7857
1996,"Thielemann, Christian",NYP,"Manhattan, NY",AFH,SUB,1997-03-19,5,"McDermott, Anne-Marie 2",7858
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-03-27,4,"Kissin, Evgeny 2",7859
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-04-03,3,"Ewing, Maria 6",7860
1996,"Previn, André",NYP,"Manhattan, NY",AFH,RHC,1997-04-09,1,None,7861
1996,"Previn, André",NYP,"Manhattan, NY",AFH,SUB,1997-04-10,4,"Ax, Emanuel",7862
1996,"Previn, André",NYP,"Manhattan, NY",AFH,SUB,1997-04-17,3,"McNair, Sylvia",7863
1996,"Slatkin, Leonard 2",NYP,"Manhattan, NY",AFH,SUB,1997-05-01,3,"Kremer, Gidon",7864
1996,"Welser-Möst, Franz",NYP,"Manhattan, NY",AFH,SUB,1997-05-08,3,"Mork [Mørk], Truls 2",7865
1996,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1997-05-15,4,"Nebolsin, Eldar",7866
1996,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SMC,1997-05-17,1,"Takebe, Yoko 4",7867
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-05-22,1,"Eaglen, Jane",7868
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-05-29,2,"Brey, Carter",7869
1996,"Previn, André",NYP,"Manhattan, NY",AFH,Y,1997-04-12,1,"Ax, Emanuel 2",7870
1996,"Slatkin, Leonard 2",NYP,"Manhattan, NY",AFH,Y,1997-05-03,1,American Saxophone Quartet 6,7871
1996,"Bychkov, Semyon",NYP,"Manhattan, NY",AFH,SMC,1996-10-12,1,"Dicterow, Glenn 5",7872
1996,"Masur, Kurt",NYP,"Manhattan, NY",SJD,SJD,1997-05-26,1,"Wray, Margaret Jane",7873
1996,"Masur, Kurt",NYP,"San Juan, PUERTO RICO",CBA,T,1997-06-03,1,None,7874
1996,"Masur, Kurt",NYP,"Santiago, CHILE",TEA,T,1997-06-08,1,"Brey, Carter 3",7875
1996,"Masur, Kurt",NYP,"San Juan, PUERTO RICO",CBA,T,1997-06-04,1,None,7876
1995,None,MUS,"Manhattan, NY",AFH,PRE,1996-02-29,1,"Smith, Philip 5",7877
1995,None,MUS,"Manhattan, NY",AFH,PRE,1996-03-01,3,"Smith, Philip 5",7878
1995,None,NYE,"Manhattan, NY",CSP,C,1996-03-06,1,"Siebert, Renee (Renée) 11",7879
1995,"Masur, Kurt",NYP,"Manhattan, NY",SJD,SJD,1996-05-27,1,"Boys Choir of Harlem, The",7880
1995,"Oue, Eiji",NYP,"Manhattan, NY",CPN,P,1996-07-16,4,None,7881
1995,"Westerfield, Richard",NYP,"Manhattan, NY",CPN,P,1996-07-22,4,Chanticleer,7882
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-02-26,4,"Chang, Sarah 2",7883
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-06-01,1,"Harrell, Lynn",7884
1995,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-05-31,1,"Harrell, Lynn",7885
1995,None,MUS,"Manhattan, NY",AFH,C,1996-05-29,1,"Ax, Emanuel 6",7886
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-02-19,4,"Upshaw, Dawn",7887
1996,None,NYE,"Manhattan, NY",MRK,C,1996-10-20,1,"Tsypin, Vladimir 13",7888
1996,None,NYE,"Manhattan, NY",MRK,C,1996-12-08,1,"Myers, Philip 7",7889
1996,None,NYE,"Manhattan, NY",CSP,C,1996-12-11,1,"Alessi, Joseph 7",7890
1996,None,NYE,"Manhattan, NY",MRK,C,1997-01-26,1,"Kaufman, Mindy 12",7891
1996,None,NYE,"Manhattan, NY",MRK,C,1997-02-23,1,"Lachert, Hanna 15",7892
1996,None,NYE,"Manhattan, NY",MRK,C,1997-04-06,1,"Siebert, Renee (Renée) 14",7893
1996,None,NYE,"Manhattan, NY",MRK,C,1997-05-04,1,"Sylar, Sherry 12",7894
1995,"Masur, Kurt",NYP,"Copenhagen, DENMARK",TGC,T,1996-08-24,1,"Stacy, Thomas 2",7895
1995,"Masur, Kurt",NYP,"Luzerne, SWITZERLAND",KKL,T,1996-08-29,1,"Mutter, Anne-Sophie",7896
1996,"Masur, Kurt",NYP,"Turin, ITALY",LIN,T,1996-09-01,1,Members of the New York Philharmonic Brass,7897
1996,"Masur, Kurt",NYP,"Berlin, GERMANY",PHI,T,1996-09-03,1,"Myers, Philip 4",7898
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-05-31,1,"Brey, Carter",7899
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,PFB,1997-09-17,1,"Fleming, Renee (Renée)",7900
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-09-25,3,None,7901
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-09-18,4,"Vengerov, Maxim",7902
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-10-03,3,"Berezovsky, Boris",7903
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SMC,1997-10-04,1,"Berezovsky, Boris 5",7904
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-10-08,4,"Huang, Helen 3",7905
1997,"Jarvi [Järvi], Neeme",NYP,"Manhattan, NY",AFH,SUB,1997-10-16,4,"Little, Tasmin 2",7906
1997,"Saraste, Jukka-Pekka",NYP,"Manhattan, NY",AFH,SUB,1997-10-23,4,"Thibaudet, Jean-Yves",7907
1997,"Penderecki, Krzysztof",NYP,"Manhattan, NY",AFH,SUB,1997-10-30,3,"O'Riley, Christopher",7908
1997,"Dutoit, Charles",NYP,"Manhattan, NY",AFH,SUB,1997-11-05,4,"Hendricks, Barbara",7909
1997,"Chung, Myung Whun",NYP,"Manhattan, NY",AFH,SUB,1997-11-13,4,None,7910
1997,"Chung, Myung Whun",NYP,"Manhattan, NY",AFH,RHC,1997-11-12,1,None,7911
1997,"Westerfield, Richard",NYP,"Manhattan, NY",AFH,SUB,1997-11-20,4,"Suwanai, Akiko",7912
1997,"Macal, Zdenek",NYP,"Manhattan, NY",AFH,SUB,1997-11-26,5,"Ax, Emanuel",7913
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-12-04,2,"Terfel, Bryn 12",7914
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-12-11,2,"Alessi, Joseph",7915
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-12-17,4,Midori,7916
1913,"Stransky, Josef",NYP,"Manhattan, NY",COL,SUB,1914-03-28,1,No Soloist,7917
1997,"Gergiev, Valery",NYP,"Manhattan, NY",AFH,SUB,1997-12-31,1,"Horne, Marilyn 3",7918
1997,"Gergiev, Valery",NYP,"Manhattan, NY",AFH,SUB,1998-01-08,4,"Sokolov, Grigory",7919
1997,"Gergiev, Valery",NYP,"Manhattan, NY",AFH,SUB,1998-01-02,3,None,7920
1889,"Damrosch, Walter",SSO,"Manhattan, NY",UNK,SUB,1889-12-13,2,"Little, Lena 4",7921
1997,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1998-01-15,3,"Battle, Kathleen 2",7922
1939,"Stock, Frederick",NYP,"Manhattan, NY",CH,S,1940-05-14,1,"Casadesus, Robert 2",7923
1996,"McFerrin, Bobby",NYP,"Manhattan, NY",AFH,SUB,1996-11-01,1,"Corea, Chick 2",7924
1927,"Molinari, Bernardino",NYP,"Manhattan, NY",CH,SUB,1928-01-19,2,"Thibaud, Jacques",7925
1928,"Mengelberg, Willem",NYP,"Pittsburgh, PA",SYR,T,1929-01-12,1,None,7926
1931,"Walter, Bruno",NYP,"Manhattan, NY",CH,Y,1932-02-13,1,"Deering, Henri 2",7927
1931,"Toscanini, Arturo",NYP,"Manhattan, NY",CH,SUB,1932-04-28,1,Schola Cantorum of NY 5,7928
1933,"Walter, Bruno",NYP,"Manhattan, NY",CH,PCS,1933-10-21,1,"Piastro, Mishel",7929
1934,"Klemperer, Otto",NYP,"Manhattan, NY",CH,SUB,1934-10-14,1,None,7930
1937,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1937-11-04,2,None,7931
1941,"Barbirolli , John",NYP,"Manhattan, NY",CH,SUB,1941-10-30,2,"Casadesus, Robert",7932
1941,"Mitropoulos, Dimitri",NYP,"Manhattan, NY",CH,SUB,1942-01-04,1,"List, Eugene",7933
1941,"Busch, Fritz",NYP,"Manhattan, NY",CH,SUB,1942-01-18,1,None,7934
1942,"Kurtz, Efrem",NYP,"Manhattan, NY",CH,SUB,1943-03-10,2,"Zimbalist, Efrem",7935
1943,"Golschmann, Vladimir",NYP,"Manhattan, NY",CH,B,1943-09-26,1,"Schuster, Joseph",7936
1926,"Furtwangler [Furtwängler], Wilhelm",NYP,"Manhattan, NY",CH,PCS,1927-04-02,1,None,7937
1942,"Rodzinski, Artur",NYP,"Manhattan, NY",CH,SUB,1942-11-22,1,None,7939
1955,"Bernstein, Leonard 2",NYP,"Manhattan, NY",UNG,S,1955-10-24,1,"Gilels, Emil 6",7940
1956,"Mitropoulos, Dimitri 2",NYP,"Manhattan, NY",UNG,S,1956-10-24,1,"Hambro, Leonid 7",7941
1997,"Westerfield, Richard",NYP,"Manhattan, NY",AFH,Y,1997-11-22,1,"Suwanai, Akiko 2",7942
1997,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,Y,1998-01-23,2,"Lamb, Christopher S.",7943
1997,"Temirkanov, Yuri",NYP,"Manhattan, NY",AFH,SUB,1998-03-05,3,"Dicterow, Glenn",7944
1997,"Gatti, Daniele",NYP,"Manhattan, NY",AFH,SUB,1998-03-18,4,None,7945
1997,"Zinman, David",NYP,"Manhattan, NY",AFH,SUB,1998-03-25,4,"Uchida, Mitsuko",7946
1997,"Previn, André",NYP,"Manhattan, NY",AFH,SUB,1998-04-02,4,"Bonney, Barbara 2",7947
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-04-08,4,"Schiff, András",7948
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-04-16,3,"Schiff, András",7949
1997,"Davis, Colin",NYP,"Manhattan, NY",AFH,SUB,1998-04-23,3,None,7950
1997,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1998-04-30,4,"Hvorostovsky, Dmitri 2",7951
1997,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SMC,1998-05-02,1,"Tsypin, Vladimir 10",7952
1997,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1998-05-07,4,"de Larrocha, Alicia",7953
1997,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,Y,1998-05-09,1,None,7954
1997,"Conlon, James",NYP,"Manhattan, NY",AFH,SUB,1998-05-14,2,"Ohlsson, Garrick",7955
1997,"Conlon, James",NYP,"Manhattan, NY",AFH,RHC,1998-05-19,1,"Ohlsson, Garrick",7956
1997,"Masur, Kurt",NYP,"Manhattan, NY",SJD,SJD,1998-05-25,1,None,7957
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-05-28,2,"Drucker, Stanley 6",7958
1997,"Masur, Kurt",NYP,"Newark, NJ",PRU,RO,1998-05-29,1,"Huang, Helen",7959
1997,"Masur, Kurt",NYP,"Manila, THE PHILIPPINES",CCP,T,1998-06-10,1,None,7960
1997,"Masur, Kurt",NYP,"Tokyo, JAPAN",SUN,T,1998-06-08,1,"Drucker, Stanley",7961
1997,"Masur, Kurt",NYP,"Yokohama, JAPAN",MIN,T,1998-06-05,1,"Huang, Helen",7962
1997,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-05-21,3,None,7963
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-11-30,1,"Kaufman, Mindy 6",7964
1997,"Masur, Kurt",NYP,"Bethlehem, PA",BAK,RO,1997-09-27,1,None,7965
1996,"Davis, Colin",NYP,"Manhattan, NY",AFH,SUB,1997-03-11,1,"Esperian, Kallen 5",7966
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-12-07,1,"Zimmermann, Frank Peter",7967
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1996-12-12,1,"Bashmet, Yuri 2",7968
1996,"Turnbull, Walter J.",MEM,"Manhattan, NY",AFH,S,1996-12-21,1,"Boys Choir of Harlem, The",7969
1996,None,MUS,"Manhattan, NY",AFH,Holiday Brass,1996-12-28,2,Members of the New York Philharmonic Brass,7970
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,PFB,1998-09-16,1,"Stern, Isaac",7971
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-09-17,2,None,7972
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-09-19,2,None,7973
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-09-24,2,None,7974
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-09-26,2,None,7975
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-10-01,3,"Nassief, Kelley 6",7976
1998,"Young, Simone",NYP,"Manhattan, NY",AFH,SUB,1998-10-22,2,"Kahane, Jeffrey",7977
1998,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1998-10-29,1,"Kennedy, Nigel 4",7978
1998,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1998-11-05,4,"Watts, Andre (André) 5",7979
1998,"Davis, Colin",NYP,"Manhattan, NY",AFH,SUB,1998-11-12,3,"Dam-Jensen, Inger 5",7980
1998,"Thielemann, Christian",NYP,"Manhattan, NY",AFH,SUB,1998-11-19,3,"Brey, Carter",7981
1998,"Previn, André",NYP,"Manhattan, NY",AFH,SUB,1998-11-25,4,"Frank, Pamela",7982
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-12-03,4,"Myers, Philip 2",7983
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-12-10,2,"Previn, André",7984
1998,"McFerrin, Bobby",NYP,"Manhattan, NY",AFH,SUB,1998-12-17,3,"Deas, Kevin 7",7985
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,PFB,1998-12-31,1,"Voigt, Deborah 3",7986
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1998-12-29,1,None,7987
1998,"Muti, Riccardo",NYP,"Manhattan, NY",AFH,SUB,1999-01-20,4,None,7988
1998,"Previn, André",NYP,"Manhattan, NY",AFH,SUB,1999-01-28,4,"Drucker, Stanley 10",7989
1998,"Gergiev, Valery",NYP,"Manhattan, NY",AFH,SUB,1999-02-11,3,None,7990
1998,"Gergiev, Valery",NYP,"Manhattan, NY",AFH,SUB,1999-02-04,4,"Bronfman, Yefim 2",7991
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1999-02-18,4,"Dicterow, Glenn 3",7992
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1999-02-25,4,"Grimaud, Hélène 2",7993
1998,"Fischer, Ivan [Iván]",NYP,"Manhattan, NY",AFH,SUB,1999-03-04,3,"Roocroft, Amanda",7994
1998,"Jarvi [Järvi], Paavo",NYP,"Manhattan, NY",AFH,SUB,1999-03-11,4,"Shaham, Gil",7995
1998,"Temirkanov, Yuri",NYP,"Manhattan, NY",AFH,SUB,1999-03-18,2,"Hahn, Hilary",7996
1998,"Dutoit, Charles",NYP,"Manhattan, NY",AFH,SUB,1999-03-25,3,"Chang, Han-Na 2",7997
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1999-04-08,1,"Nassief, Kelley 3",7998
1998,"Davis, Colin",NYP,"Manhattan, NY",AFH,SUB,1999-04-15,4,"Cooper, Imogen",7999
1998,"Davis, Colin",NYP,"Manhattan, NY",AFH,SUB,1999-04-22,3,"Stacy, Thomas",8000
1998,"Masur, Kurt 2",NYP,"Manhattan, NY",AFH,SUB,1999-04-29,3,"Phelps, Cynthia 7",8001
1998,"Slatkin, Leonard",NYP,"Manhattan, NY",AFH,SUB,1999-05-06,4,"Ax, Emanuel",8002
1998,"Welser-Möst, Franz",NYP,"Manhattan, NY",AFH,SUB,1999-05-13,3,"McDuffie, Robert 2",8003
1998,"Kreizberg, Yakov",NYP,"Manhattan, NY",AFH,SUB,1999-05-19,5,"Uchida, Mitsuko",8004
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1999-05-27,4,"Brewer, Christine 7",8005
1999,"Muti, Riccardo",NYP,"Manhattan, NY",AFH,SUB,2000-02-03,4,None,8006
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1999-06-03,4,"Alessi, Joseph 3",8007
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1999-06-10,4,"Huang, Helen",8008
1998,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1999-06-17,2,"Chang, Sarah",8009
1998,"Masur, Kurt",NYP,"Cologne, GERMANY",KPH,T,1998-10-08,2,"Vengerov, Maxim 2",8010
1998,"Masur, Kurt",NYP,"Cologne, GERMANY",KPH,T,1998-10-10,1,"Leonskaja, Elisabeth 2",8011
1998,"Masur, Kurt",NYP,"Cologne, GERMANY",KPH,T,1998-10-13,2,None,8012
1998,"Masur, Kurt",NYP,"Cologne, GERMANY",KPH,T,1998-10-15,2,None,8013
1994,None,MUS,"Paris, FRANCE",CUI,TC,1995-06-08,1,"Robinson, Joseph 5",8014
1996,"Masur, Kurt",NYP,"Manhattan, NY",AFH,SUB,1997-01-15,2,"Vengerov, Maxim",8015
1881,"Damrosch, Leopold",SSO,"Manhattan, NY",STE,SUB,1881-12-01,2,"Schiller, Madeleine",8016
1881,"Damrosch, Leopold",SSO,"Manhattan, NY",STE,SUB,1882-01-05,2,"Simms, Hattie Louise 2",8017
1881,"Damrosch, Leopold",SSO,"Manhattan, NY",STE,SUB,1882-02-02,2,"Banner, Michael Joshua",8018
1881,"Damrosch, Leopold",SSO,"Manhattan, NY",STE,SUB,1882-03-02,2,"Little, Lena 2",8019
1881,"Damrosch, Leopold",SSO,"Manhattan, NY",STE,SUB,1882-04-06,2,"Little, Lena 4",8020
1882,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1882-11-03,2,"Remmertz, Franz 4",8021
1882,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1882-12-15,2,"Hauk, Minnie 2",8022
1882,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1883-01-12,2,"Albani, Emma",8023
1882,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1883-02-16,2,"Schiller, Madeleine",8025
1882,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1883-03-30,2,"Hauk, Minnie 4",8026
1882,"Damrosch, Leopold 2",SSO,"Manhattan, NY",AOM,SUB,1883-04-27,2,"Schenck, Emil 2",8027
1883,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1883-11-16,2,"Musin, Ovide",8028
1883,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1883-12-07,2,"Dossert, Christine 4",8029
1883,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1884-01-04,2,"Henschel, Lillian June 2",8030
1883,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1884-02-08,2,"Pinney, Jessie 3",8031
1883,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1884-03-07,2,"Stanley, W. H. 5",8032
1883,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1884-04-04,2,"Faelton, Carl",8033
1884,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1884-11-21,2,"Musin, Ovide 2",8034
1996,"Masur, Kurt",NYP,"Sao Paulo, BRAZIL",TEA,T,1997-06-17,1,"Brey, Carter 3",8035
1995,None,MUS,"Manhattan, NY",AFH,Holiday Brass,1995-12-23,2,Canadian Brass 12,8036
1884,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1884-12-19,2,"Faelton, Carl 2",8037
1884,"Damrosch, Leopold",SSO,"Manhattan, NY",AOM,SUB,1885-01-23,2,"Brandt, Marianne",8038
1884,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1885-03-27,2,"Bloomfield-Zeisler, Fannie",8039
2005,"Kahane, Jeffrey",NYP,"Manhattan, NY",AFH,ITM,2006-02-01,1,"Kahane, Jeffrey 2",8040
1996,None,PRE,"Manhattan, NY",AFH,PRE,1997-05-01,1,"Leon, Tania 5",8041
1996,None,PRE,"Manhattan, NY",AFH,PRE,1997-05-03,2,"Leon, Tania 5",8042
1996,"Slatkin, Leonard 2",NYP,"Manhattan, NY",AFH,SUB,1997-05-06,1,"Kremer, Gidon",8043
1884,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1885-04-23,2,"Staudigl, Joseph 3",8044
1884,"Damrosch, Walter",SSO,"Manhattan, NY",AOM,SUB,1885-05-01,2,"Banner, Michael Joshua",8045
1885,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1885-11-06,2,"Brandt, Marianne",8046
1885,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1885-12-04,2,"Sylva, Eloi",8047
1885,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1886-01-15,2,"Goldsticker, Carrie 2",8048
1885,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1886-02-05,2,"Alvary, Lorenzo 5",8049
1885,"Damrosch, Walter",SSO,"Manhattan, NY",MOH,SUB,1886-03-05,2,"Rummel, Franz",8050
